frame,warmup,persons,main_visible,inference_ms,draw_ms
0,True,0,0,2638.488,23.422
1,True,0,0,67.018,0.807
2,True,0,0,53.134,0.814
3,False,0,0,51.534,1.111
4,False,0,0,51.451,0.742
5,False,0,0,48.669,0.806
6,False,0,0,65.253,0.831
7,False,0,0,70.965,0.67
8,False,0,0,66.74,0.853
9,False,0,0,60.447,0.677
10,False,0,0,138.26,0.576
11,False,0,0,110.032,0.644
12,False,0,0,55.186,0.763
13,False,0,0,48.867,0.735
14,False,0,0,49.942,0.762
15,False,0,0,44.779,0.779
16,False,0,0,51.797,0.788
17,False,0,0,47.732,0.725
18,False,0,0,48.516,1.549
19,False,0,0,51.957,0.836
20,False,0,0,54.523,0.697
21,False,0,0,56.085,0.885
22,False,0,0,46.955,0.65
23,False,0,0,44.508,0.778
24,False,0,0,50.23,0.972
25,False,0,0,60.646,1.314
26,False,0,0,61.505,0.741
27,False,0,0,56.722,1.205
28,False,0,0,62.992,0.908
29,False,0,0,49.685,0.659
30,False,0,0,45.971,0.929
31,False,0,0,47.187,0.843
32,False,0,0,42.475,0.83
33,False,0,0,43.378,0.824
34,False,0,0,44.944,0.83
35,False,0,0,49.597,0.813
36,False,0,0,50.73,0.617
37,False,0,0,41.596,0.877
38,False,0,0,41.897,0.627
39,False,0,0,43.8,0.838
40,False,0,0,42.938,0.798
41,False,0,0,57.552,1.054
42,False,0,0,65.036,0.857
43,False,0,0,59.439,0.855
44,False,0,0,47.102,0.768
45,False,0,0,42.53,0.888
46,False,0,0,43.069,0.71
47,False,0,0,46.804,0.742
48,False,0,0,44.837,0.862
49,False,0,0,44.243,0.829
50,False,0,0,65.333,0.756
51,False,0,0,41.121,0.734
52,False,0,0,40.932,0.701
53,False,0,0,38.445,0.891
54,False,0,0,39.863,0.731
55,False,0,0,44.875,0.88
56,False,0,0,42.173,0.861
57,False,0,0,47.079,0.679
58,False,0,0,44.852,0.814
59,False,0,0,46.214,0.968
60,False,0,0,51.864,0.767
61,False,0,0,64.917,0.796
62,False,0,0,43.541,0.663
63,False,0,0,41.359,0.611
64,False,0,0,43.099,0.785
65,False,0,0,49.9,0.636
66,False,0,0,47.161,0.734
67,False,0,0,47.009,0.718
68,False,0,0,40.542,0.838
69,False,0,0,52.275,0.665
70,False,0,0,68.93,0.81
71,False,0,0,74.39,0.914
72,False,0,0,60.204,0.942
73,False,0,0,69.154,0.816
74,False,0,0,56.346,0.768
75,False,0,0,64.87,1.179
76,False,0,0,54.399,1.079
77,False,0,0,82.193,0.85
78,False,0,0,50.563,0.725
79,False,0,0,45.163,0.786
80,False,0,0,50.882,0.793
81,False,0,0,45.351,0.916
82,False,0,0,52.082,0.569
83,False,0,0,58.271,0.592
84,False,0,0,50.418,0.554
85,False,0,0,55.907,0.729
86,False,0,0,56.829,0.733
87,False,0,0,53.448,0.667
88,False,0,0,55.864,0.604
89,False,0,0,47.901,0.645
90,False,0,0,47.579,0.62
91,False,0,0,49.262,0.6
92,False,1,14,42.749,1.047
93,False,1,15,43.892,0.972
94,False,1,14,43.275,0.988
95,False,1,15,55.47,1.059
96,False,1,15,70.78,1.152
97,False,1,16,50.92,0.901
98,False,1,15,47.227,0.966
99,False,1,15,47.881,0.911
100,False,1,15,49.015,0.842
101,False,1,15,69.613,1.013
102,False,1,15,92.732,1.031
103,False,1,16,67.93,1.058
104,False,1,15,73.54,1.092
105,False,1,15,51.779,1.212
106,False,1,15,45.748,1.242
107,False,1,15,70.85,1.079
108,False,1,15,46.726,1.066
109,False,1,15,44.055,0.937
110,False,1,15,45.568,1.172
111,False,1,15,47.017,1.217
112,False,1,15,42.537,1.179
113,False,1,15,51.785,1.379
114,False,1,15,41.785,1.076
115,False,1,15,43.723,1.118
116,False,1,15,42.351,1.335
117,False,1,15,42.641,1.153
118,False,1,15,47.988,1.601
119,False,1,15,38.56,1.158
